DATAFLOW,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_E5100(1.0),SL06: June,A: Annual,1972,186.31,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1973,198.84,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1974,216.22,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1975,239.28,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1976,262.71,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1977,282.66,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1978,290.2,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1979,302.33,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1980,321.79,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1981,348.88,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1982,379.83,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1983,408.83,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1984,436.41,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1985,451.52,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1986,452.04,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1987,450.35,1987: From July to November 1987: figures were adjusted for the retroactive increase in the price of a day of hospitalization.,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1988,457.33,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1989,473.66,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1990,488.35,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1991,505.38,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1992,523.59,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1993,541.07,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1994,552.54,1994: From July 1994: excluding the social contribution on fuels from 1.7.1994.,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1995,564.06,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1996,571.1,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1997,578.9,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1998,585.66,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,1999,592.3,1999: From 1999: accounting for seasonal sales prices in January and July.,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2000,611.65,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2001,629.44,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2002,640.32,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2003,651.71,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2004,667.6,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2005,682.17,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2006,703.6,2006: From 2006: excluding the climate change contribution on fuels and with fixed excise duties and VAT on tobacco products.,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2007,717.04,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2008,747.38,"2008: From January 2008: prices collected on the first of the month are replaced by mid-month prices. In the case of petroleum products, an average price from 1st to 15th of each month (and not only the price on the the first day) is collected.",,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2009,744.86,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2010,758.75,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2011,785.17,2011: From January 2011: changes in the methodology for the treatment of seasonal products.,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2012,804.36,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2013,820.89,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2014,827.42,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2015,833.06,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2016,832.95,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2017,845.36,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2018,857.52,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2019,872.7412305,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2020,879.19,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2021,895.78,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2022,961.51,,,,,,2: Two
LU1:DF_E5100(1.0),SL06: June,A: Annual,2023,,,,,,-: nil,0: Zero
LU1:DF_E5100(1.0),SL05: May,A: Annual,1948,100.62,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1949,102.62,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1950,109.19,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1951,120.95,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1952,121.52,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1953,120.88,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1954,122.04,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1955,122.01,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1956,122.24,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1957,128.13,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1958,129.83,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1959,129.48,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1960,130.72,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1961,131.34,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1962,132.58,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1963,137.23,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1964,140.26,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1965,145.65,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1966,148.97,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1967,151.25,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1968,157.99,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1969,162.1,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1970,169.37,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1971,177.21,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1972,184.25,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1973,198.59,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1974,215.7,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1975,237.57,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1976,262.39,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1977,281.22,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1978,289.38,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1979,301,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1980,321.05,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1981,345.34,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1982,375.54,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1983,407.69,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1984,439.16,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1985,450.57,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1986,452.35,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1987,450.92,1987: From July to November 1987: figures were adjusted for the retroactive increase in the price of a day of hospitalization.,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1988,456.46,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1989,472.32,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1990,488.56,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1991,504.59,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1992,522.56,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1993,540.73,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1994,552.25,1994: From July 1994: excluding the social contribution on fuels from 1.7.1994.,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1995,563.27,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1996,571.35,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1997,578.45,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1998,585.95,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,1999,592.589727,1999: From 1999: accounting for seasonal sales prices in January and July.,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2000,607.7,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2001,627.56,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2002,639.34,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2003,651.71,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2004,665.88,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2005,681.83,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2006,703.12,2006: From 2006: excluding the climate change contribution on fuels and with fixed excise duties and VAT on tobacco products.,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2007,716.16,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2008,744.11,"2008: From January 2008: prices collected on the first of the month are replaced by mid-month prices. In the case of petroleum products, an average price from 1st to 15th of each month (and not only the price on the the first day) is collected.",,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2009,741.59,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2010,759.03,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2011,786.05,2011: From January 2011: changes in the methodology for the treatment of seasonal products.,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2012,805.32,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2013,818.17,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2014,826.6,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2015,831.5,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2016,830.96,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2017,844.94,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2018,856.11,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2019,873.32,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2020,874.89,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2021,894.29,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2022,954.27,,,,,,2: Two
LU1:DF_E5100(1.0),SL05: May,A: Annual,2023,,,,,,-: nil,0: Zero
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1948,101.21,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1949,107.0833333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1950,111.24,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1951,120.3891667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1952,122.4408333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1953,122.1808333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1954,123.3841667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1955,123.2466667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1956,123.9558333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1957,129.6866667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1958,130.5316667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1959,131.0366667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1960,131.63,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1961,132.2608333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1962,133.4458333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1963,137.2841667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1964,141.535,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1965,146.2533333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1966,150.085,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1967,153.3,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1968,158.4483333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1969,162.085,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1970,169.605,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1971,177.53,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1972,186.8083333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1973,198.1408333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1974,217.0441667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1975,240.3091667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1976,263.8516667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1977,281.545,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1978,290.2566667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1979,303.455,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1980,322.5708333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1981,348.6116667,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1982,381.23,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1983,414.2833333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1984,437.6058333,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1985,451.04,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
LU1:DF_E5100(1.0),SL13: Annual average,A: Annual,1986,452.37,,,SL13: The annual average is the arithmetic average of twelve months in a year.,,,2: Two
