DATAFLOW,FREQ: Frequency,UNIT: Unit,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_UNIT_2: Note Unit 2,NOTE_UNIT_1: Note Unit 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1948,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1949,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1950,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1951,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1952,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1953,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1954,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1955,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1956,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1957,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1958,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1959,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1960,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1961,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1962,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1963,,l: Not available,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1964,4925.772,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1965,4812.1308,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1966,4423.8996,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1967,4405.0284,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1968,4438.4976,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1969,4532.0472,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1970,4188.8484,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1971,4162.2516,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1972,4217.1048,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1973,4325.8932,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1974,3689.2584,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1975,3119.0796,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1976,3253.14,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1977,3283.542,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1978,3297.6252,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1979,3116.5848,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1980,2552.5404,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1981,1918.386,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1982,1313.2224,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1983,1067.6916,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1984,1365.912,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1985,1357.9632,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1986,1566.1584,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1987,1509.9696,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1988,1607.7996,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1989,1762.4052,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1990,1767.4416,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1991,1974.8808,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1992,1903.2192,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1993,1932.7428,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1994,1562.8068,,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1995,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1996,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1997,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1998,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,1999,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2000,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2001,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2002,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2003,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2004,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2005,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2006,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2007,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2008,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2009,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2010,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2011,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2012,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2013,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2014,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2015,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2016,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2017,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2018,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2019,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2020,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSSL02: Siderurgy,2021,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1928,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1929,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1930,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1931,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1932,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1933,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1934,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1935,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1936,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1937,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1938,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1939,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1940,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1941,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1942,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1943,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1944,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1945,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1946,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1947,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1948,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1949,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1950,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1951,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1952,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1953,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1954,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1955,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1956,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1957,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1958,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1959,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1960,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1961,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1962,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1963,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1964,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1965,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1966,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1967,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1968,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1969,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1970,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1971,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1972,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1973,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1974,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1975,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1976,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1977,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1978,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1979,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1980,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1981,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1982,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1983,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1984,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1985,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1986,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1987,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1988,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1989,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1990,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1991,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
LU1:DF_A4203(1.0),A: Annual,A01: TJ,SSL05: Combined Heat and Power,1992,,z: Not applicable,0: Zero,A01: Definitions: Terajoule,,,,SSL05: Definitions: Classic CHP production,
