COMMUNE_CODE,COMMUNE_NOM,NATIONALITE_ISO3,NATIONALITE_NOM,NOMBRE_TOTAL
706,Erpeldange-sur-Sûre,MKD,macédonienne,13
706,Erpeldange-sur-Sûre,MAR,marocaine,1
706,Erpeldange-sur-Sûre,MDA,moldave,2
706,Erpeldange-sur-Sûre,MNG,mongole,3
706,Erpeldange-sur-Sûre,MNE,monténégrine,8
706,Erpeldange-sur-Sûre,NLD,néerlandaise,23
706,Erpeldange-sur-Sûre,PHL,philippine,1
706,Erpeldange-sur-Sûre,POL,polonaise,19
706,Erpeldange-sur-Sûre,PRT,portugaise,419
706,Erpeldange-sur-Sûre,ROU,roumaine,10
706,Erpeldange-sur-Sûre,SEN,sénégalaise,2
706,Erpeldange-sur-Sûre,SRB,serbe,15
706,Erpeldange-sur-Sûre,SVK,slovaque,1
706,Erpeldange-sur-Sûre,SYR,syrienne,6
706,Erpeldange-sur-Sûre,CZE,tchèque,3
706,Erpeldange-sur-Sûre,TCD,tchadienne,1
706,Erpeldange-sur-Sûre,THA,thailandaise,4
706,Erpeldange-sur-Sûre,TUN,tunisienne,2
706,Erpeldange-sur-Sûre,TKM,turkmène,3
706,Erpeldange-sur-Sûre,TUR,turque,4
706,Erpeldange-sur-Sûre,UKR,ukrainienne,17
706,Erpeldange-sur-Sûre,BIH,Bosnie-Herzégovine,10
304,Esch-sur-Alzette,YUG,#NAME?,4
304,Esch-sur-Alzette,EGY,égyptienne,48
304,Esch-sur-Alzette,ECU,équatorienne,11
304,Esch-sur-Alzette,ERI,érythrée,151
304,Esch-sur-Alzette,ETH,éthiopienne,25
304,Esch-sur-Alzette,AFG,afghane,91
304,Esch-sur-Alzette,ALB,albanaise,101
304,Esch-sur-Alzette,DZA,algérienne,116
304,Esch-sur-Alzette,DEU,allemande,416
304,Esch-sur-Alzette,USA,américaine,67
304,Esch-sur-Alzette,AGO,angolaise,11
304,Esch-sur-Alzette,XXA,apatride,20
304,Esch-sur-Alzette,ARG,argentine,18
304,Esch-sur-Alzette,ARM,arménienne,10
304,Esch-sur-Alzette,AUS,australienne,10
304,Esch-sur-Alzette,AUT,autrichienne,39
304,Esch-sur-Alzette,AZE,azerbaidjanaise,26
304,Esch-sur-Alzette,BLR,bélarusse,26
304,Esch-sur-Alzette,BEN,béninoise,14
304,Esch-sur-Alzette,BRB,barbadienne,1
304,Esch-sur-Alzette,BEL,belge,522
304,Esch-sur-Alzette,GNB,bissau-guinéenne,105
304,Esch-sur-Alzette,BOL,bolivienne,2
304,Esch-sur-Alzette,BRA,brésilienne,379
304,Esch-sur-Alzette,GBR,britannique,103
304,Esch-sur-Alzette,GBN,britannique d'outre-mer,1
304,Esch-sur-Alzette,BGR,bulgare,75
304,Esch-sur-Alzette,BFA,burkinabé,13
304,Esch-sur-Alzette,BDI,burundais,3
304,Esch-sur-Alzette,KHM,cambodgienne,1
304,Esch-sur-Alzette,CMR,camerounaise,125
304,Esch-sur-Alzette,CAN,canadienne,24
304,Esch-sur-Alzette,CPV,cap-verdienne,638
304,Esch-sur-Alzette,CHL,chilienne,6
304,Esch-sur-Alzette,CHN,chinoise,382
304,Esch-sur-Alzette,TWN,chinoise (Taiwan),3
304,Esch-sur-Alzette,CYP,chypriote,4
304,Esch-sur-Alzette,COL,colombienne,30
304,Esch-sur-Alzette,COM,comorienne,1
304,Esch-sur-Alzette,COD,congolaise (Rép. Dém),38
304,Esch-sur-Alzette,COG,congolaise (Rép.),9
304,Esch-sur-Alzette,CRI,costa-ricienne,3
304,Esch-sur-Alzette,HRV,croate,73
304,Esch-sur-Alzette,CUB,cubaine,14
304,Esch-sur-Alzette,DNK,danoise,8
304,Esch-sur-Alzette,DOM,dominicaine,55
304,Esch-sur-Alzette,ESP,espagnole,376
304,Esch-sur-Alzette,EST,estonienne,6
304,Esch-sur-Alzette,FIN,finlandaise,12
304,Esch-sur-Alzette,FRA,française,2442
304,Esch-sur-Alzette,GEO,géorgienne,2
304,Esch-sur-Alzette,GAB,gabonaise,19
304,Esch-sur-Alzette,GMB,gambienne,6
304,Esch-sur-Alzette,GHA,ghanéenne,14
304,Esch-sur-Alzette,GRC,grecque,72
304,Esch-sur-Alzette,GIN,guinéenne,77
304,Esch-sur-Alzette,HTI,haïtienne,2
304,Esch-sur-Alzette,HUN,hongroise,42
304,Esch-sur-Alzette,XXX,indéterminée,12
304,Esch-sur-Alzette,IND,indienne,342
304,Esch-sur-Alzette,IDN,indonésienne,8
304,Esch-sur-Alzette,IRN,iranienne,124
304,Esch-sur-Alzette,IRQ,iraquienne,128
304,Esch-sur-Alzette,IRL,irlandaise,37
304,Esch-sur-Alzette,ISL,islandaise,5
304,Esch-sur-Alzette,ISR,israélienne,5
304,Esch-sur-Alzette,ITA,italienne,1701
304,Esch-sur-Alzette,CIV,ivoirienne,44
304,Esch-sur-Alzette,JAM,jamaiquaine,1
304,Esch-sur-Alzette,JPN,japonaise,21
304,Esch-sur-Alzette,JOR,jordanienne,3
304,Esch-sur-Alzette,KEN,kényane,2
304,Esch-sur-Alzette,KAZ,kazakhe,4
304,Esch-sur-Alzette,KGZ,kirghize,2
304,Esch-sur-Alzette,XXK,kosovare,229
304,Esch-sur-Alzette,LVA,lettonne,12
304,Esch-sur-Alzette,LBR,libérienne,2
304,Esch-sur-Alzette,LBN,libanaise,32
304,Esch-sur-Alzette,LBY,libyenne,8
304,Esch-sur-Alzette,LTU,lituanienne,18
304,Esch-sur-Alzette,LUX,luxembourgeoise,15953
304,Esch-sur-Alzette,MKD,macédonienne,70
304,Esch-sur-Alzette,MYS,malaisienne,8
304,Esch-sur-Alzette,MDG,malgache,2
304,Esch-sur-Alzette,MLI,malienne,1
304,Esch-sur-Alzette,MAR,marocaine,249
304,Esch-sur-Alzette,MUS,mauricienne,32
304,Esch-sur-Alzette,MEX,mexicaine,32
304,Esch-sur-Alzette,MDA,moldave,12
304,Esch-sur-Alzette,MNE,monténégrine,1109
304,Esch-sur-Alzette,NLD,néerlandaise,83
304,Esch-sur-Alzette,NZL,néo-zélandaise,1
304,Esch-sur-Alzette,NPL,népalaise,30
304,Esch-sur-Alzette,NIC,nicaraguayenne,1
304,Esch-sur-Alzette,NGA,nigériane,37
304,Esch-sur-Alzette,NER,nigérienne,4
304,Esch-sur-Alzette,PRK,nord-coréenne,4
304,Esch-sur-Alzette,NOR,norvégienne,3
304,Esch-sur-Alzette,UGA,ougandaise,1
304,Esch-sur-Alzette,UZB,ouzbèke,4
304,Esch-sur-Alzette,PER,péruvienne,16
304,Esch-sur-Alzette,PAK,pakistanaise,62
304,Esch-sur-Alzette,XXP,palestinien,1
304,Esch-sur-Alzette,PRY,paraguayenne,8
304,Esch-sur-Alzette,PHL,philippine,36
304,Esch-sur-Alzette,POL,polonaise,181
304,Esch-sur-Alzette,PRT,portugaise,11690
304,Esch-sur-Alzette,ROU,roumaine,269
304,Esch-sur-Alzette,RUS,russe,90
304,Esch-sur-Alzette,RWA,rwandaise,11
304,Esch-sur-Alzette,SEN,sénégalaise,89
304,Esch-sur-Alzette,SLV,salvadorienne,3
304,Esch-sur-Alzette,SRB,serbe,364
304,Esch-sur-Alzette,SCG,serbe-et-monténégrine,2
304,Esch-sur-Alzette,SLE,sierra-léonienne,1
304,Esch-sur-Alzette,SGP,singapourienne,1
304,Esch-sur-Alzette,SVN,slovène,19
304,Esch-sur-Alzette,SVK,slovaque,30
304,Esch-sur-Alzette,SOM,somalienne,17
304,Esch-sur-Alzette,SDN,soudanaise,14
304,Esch-sur-Alzette,LKA,sri-lankaise,4
304,Esch-sur-Alzette,SWE,suédoise,18
304,Esch-sur-Alzette,ZAF,sud-africaine,9
304,Esch-sur-Alzette,KOR,sud-coréenne,9
304,Esch-sur-Alzette,CHE,suisse,24
304,Esch-sur-Alzette,SYR,syrienne,297
304,Esch-sur-Alzette,TZA,tanzanienne,1
304,Esch-sur-Alzette,CZE,tchèque,8
304,Esch-sur-Alzette,TCD,tchadienne,1
304,Esch-sur-Alzette,THA,thailandaise,24
304,Esch-sur-Alzette,TGO,togolaise,43
304,Esch-sur-Alzette,TUN,tunisienne,150
304,Esch-sur-Alzette,TUR,turque,66
304,Esch-sur-Alzette,UKR,ukrainienne,161
304,Esch-sur-Alzette,URY,uruguayenne,1
304,Esch-sur-Alzette,VEN,vénézuélienne,30
304,Esch-sur-Alzette,VNM,vietnamienne,28
304,Esch-sur-Alzette,YEM,yéménite,9
304,Esch-sur-Alzette,ZWE,zimbabwéenne,1
304,Esch-sur-Alzette,BGD,Bangladesh,23
304,Esch-sur-Alzette,BIH,Bosnie-Herzégovine,294
304,Esch-sur-Alzette,MMR,Myanmar,1
304,Esch-sur-Alzette,STP,Sao Tomé-et-Principe,11
915,Esch-sur-Sûre,YUG,#NAME?,2
915,Esch-sur-Sûre,EGY,égyptienne,3
915,Esch-sur-Sûre,ERI,érythrée,41
915,Esch-sur-Sûre,ETH,éthiopienne,2
915,Esch-sur-Sûre,AFG,afghane,11
915,Esch-sur-Sûre,ALB,albanaise,6
915,Esch-sur-Sûre,DZA,algérienne,2
915,Esch-sur-Sûre,DEU,allemande,50
915,Esch-sur-Sûre,USA,américaine,11
915,Esch-sur-Sûre,ARM,arménienne,1
915,Esch-sur-Sûre,AUT,autrichienne,5
915,Esch-sur-Sûre,AZE,azerbaidjanaise,3
915,Esch-sur-Sûre,BEL,belge,137
915,Esch-sur-Sûre,GNB,bissau-guinéenne,5
915,Esch-sur-Sûre,BRA,brésilienne,10
915,Esch-sur-Sûre,GBR,britannique,26
915,Esch-sur-Sûre,BGR,bulgare,5
915,Esch-sur-Sûre,BFA,burkinabé,1
915,Esch-sur-Sûre,CMR,camerounaise,1
915,Esch-sur-Sûre,CAN,canadienne,2
915,Esch-sur-Sûre,CPV,cap-verdienne,16
915,Esch-sur-Sûre,CHN,chinoise,7
915,Esch-sur-Sûre,COL,colombienne,6
915,Esch-sur-Sûre,HRV,croate,6
915,Esch-sur-Sûre,ESP,espagnole,9
915,Esch-sur-Sûre,EST,estonienne,2
915,Esch-sur-Sûre,FRA,française,88
915,Esch-sur-Sûre,GEO,géorgienne,1
915,Esch-sur-Sûre,GIN,guinéenne,11
915,Esch-sur-Sûre,IND,indienne,1
915,Esch-sur-Sûre,IDN,indonésienne,2
915,Esch-sur-Sûre,IRN,iranienne,6
915,Esch-sur-Sûre,IRQ,iraquienne,13
915,Esch-sur-Sûre,IRL,irlandaise,2
915,Esch-sur-Sûre,ISR,israélienne,1
915,Esch-sur-Sûre,ITA,italienne,23
915,Esch-sur-Sûre,CIV,ivoirienne,5
915,Esch-sur-Sûre,JPN,japonaise,1
915,Esch-sur-Sûre,XXK,kosovare,2
915,Esch-sur-Sûre,LBN,libanaise,1
915,Esch-sur-Sûre,LTU,lituanienne,1
915,Esch-sur-Sûre,LUX,luxembourgeoise,2118
915,Esch-sur-Sûre,MKD,macédonienne,5
915,Esch-sur-Sûre,MDG,malgache,3
915,Esch-sur-Sûre,MLI,malienne,2
915,Esch-sur-Sûre,MAR,marocaine,9
915,Esch-sur-Sûre,MEX,mexicaine,1
915,Esch-sur-Sûre,MNE,monténégrine,9
915,Esch-sur-Sûre,NLD,néerlandaise,23
915,Esch-sur-Sûre,NPL,népalaise,2
915,Esch-sur-Sûre,NGA,nigériane,6
915,Esch-sur-Sûre,PHL,philippine,1
915,Esch-sur-Sûre,POL,polonaise,29
915,Esch-sur-Sûre,PRT,portugaise,503
915,Esch-sur-Sûre,ROU,roumaine,15
915,Esch-sur-Sûre,RUS,russe,8
915,Esch-sur-Sûre,SEN,sénégalaise,4
915,Esch-sur-Sûre,SRB,serbe,24
915,Esch-sur-Sûre,SVK,slovaque,5
915,Esch-sur-Sûre,SDN,soudanaise,1
915,Esch-sur-Sûre,ZAF,sud-africaine,1
915,Esch-sur-Sûre,CHE,suisse,1
915,Esch-sur-Sûre,SYR,syrienne,72
915,Esch-sur-Sûre,THA,thailandaise,9
915,Esch-sur-Sûre,TGO,togolaise,1
915,Esch-sur-Sûre,TUN,tunisienne,3
915,Esch-sur-Sûre,TUR,turque,7
915,Esch-sur-Sûre,UKR,ukrainienne,45
915,Esch-sur-Sûre,VEN,vénézuélienne,10
915,Esch-sur-Sûre,BIH,Bosnie-Herzégovine,5
707,Ettelbruck,YUG,#NAME?,3
707,Ettelbruck,EGY,égyptienne,4
707,Ettelbruck,ECU,équatorienne,3
707,Ettelbruck,ERI,érythrée,59
707,Ettelbruck,ETH,éthiopienne,5
707,Ettelbruck,AFG,afghane,33
707,Ettelbruck,ALB,albanaise,47
707,Ettelbruck,DZA,algérienne,9
707,Ettelbruck,DEU,allemande,181
707,Ettelbruck,USA,américaine,26
707,Ettelbruck,AGO,angolaise,3
707,Ettelbruck,XXA,apatride,2
707,Ettelbruck,ARM,arménienne,4
707,Ettelbruck,AUT,autrichienne,8
707,Ettelbruck,BLR,bélarusse,1
707,Ettelbruck,BEN,béninoise,3
707,Ettelbruck,BEL,belge,206
707,Ettelbruck,GNB,bissau-guinéenne,25
707,Ettelbruck,BRA,brésilienne,53
707,Ettelbruck,GBR,britannique,38
707,Ettelbruck,BGR,bulgare,10
707,Ettelbruck,BFA,burkinabé,1
707,Ettelbruck,CMR,camerounaise,26
707,Ettelbruck,CAN,canadienne,3
707,Ettelbruck,CPV,cap-verdienne,265
707,Ettelbruck,CHL,chilienne,2
707,Ettelbruck,CHN,chinoise,83
707,Ettelbruck,TWN,chinoise (Taiwan),1
707,Ettelbruck,COL,colombienne,4
707,Ettelbruck,COD,congolaise (Rép. Dém),14
707,Ettelbruck,HRV,croate,34
707,Ettelbruck,CUB,cubaine,1
707,Ettelbruck,DNK,danoise,1
707,Ettelbruck,DOM,dominicaine,10
707,Ettelbruck,ESP,espagnole,63
707,Ettelbruck,EST,estonienne,2
707,Ettelbruck,FIN,finlandaise,7
707,Ettelbruck,FRA,française,313
707,Ettelbruck,GEO,géorgienne,2
707,Ettelbruck,GAB,gabonaise,1
707,Ettelbruck,GMB,gambienne,1
707,Ettelbruck,GHA,ghanéenne,1
707,Ettelbruck,GRC,grecque,6
707,Ettelbruck,GIN,guinéenne,7
707,Ettelbruck,HTI,haïtienne,1
707,Ettelbruck,HND,hondurienne,1
707,Ettelbruck,HUN,hongroise,11
707,Ettelbruck,XXX,indéterminée,3
707,Ettelbruck,IND,indienne,67
707,Ettelbruck,IDN,indonésienne,1
707,Ettelbruck,IRN,iranienne,20
707,Ettelbruck,IRQ,iraquienne,31
707,Ettelbruck,IRL,irlandaise,10
707,Ettelbruck,ISL,islandaise,1
707,Ettelbruck,ITA,italienne,298
707,Ettelbruck,CIV,ivoirienne,5
707,Ettelbruck,JAM,jamaiquaine,1
707,Ettelbruck,JOR,jordanienne,4
707,Ettelbruck,XXK,kosovare,60
707,Ettelbruck,LVA,lettonne,5
707,Ettelbruck,LTU,lituanienne,10
707,Ettelbruck,LUX,luxembourgeoise,5122
707,Ettelbruck,MKD,macédonienne,42
707,Ettelbruck,MDG,malgache,4
707,Ettelbruck,MAR,marocaine,32
707,Ettelbruck,MUS,mauricienne,1
707,Ettelbruck,MEX,mexicaine,2
707,Ettelbruck,MDA,moldave,6
707,Ettelbruck,MNE,monténégrine,99
707,Ettelbruck,NLD,néerlandaise,60
707,Ettelbruck,NZL,néo-zélandaise,1
707,Ettelbruck,NPL,népalaise,1
707,Ettelbruck,NGA,nigériane,3
707,Ettelbruck,NOR,norvégienne,2
707,Ettelbruck,PER,péruvienne,1
707,Ettelbruck,PAK,pakistanaise,5
707,Ettelbruck,PHL,philippine,4
707,Ettelbruck,POL,polonaise,71
707,Ettelbruck,PRT,portugaise,2795
707,Ettelbruck,ROU,roumaine,64
707,Ettelbruck,RUS,russe,21
707,Ettelbruck,RWA,rwandaise,6
707,Ettelbruck,SEN,sénégalaise,19
707,Ettelbruck,SLV,salvadorienne,3
707,Ettelbruck,SRB,serbe,106
707,Ettelbruck,SCG,serbe-et-monténégrine,2
707,Ettelbruck,SVN,slovène,3
707,Ettelbruck,SVK,slovaque,7
707,Ettelbruck,SOM,somalienne,2
707,Ettelbruck,SDN,soudanaise,2
707,Ettelbruck,LKA,sri-lankaise,3
707,Ettelbruck,SWE,suédoise,6
707,Ettelbruck,ZAF,sud-africaine,4
707,Ettelbruck,CHE,suisse,3
707,Ettelbruck,SYR,syrienne,102
707,Ettelbruck,TJK,tadjike,3
707,Ettelbruck,CZE,tchèque,3
707,Ettelbruck,THA,thailandaise,2
707,Ettelbruck,TGO,togolaise,7
707,Ettelbruck,TUN,tunisienne,20
707,Ettelbruck,TUR,turque,31
707,Ettelbruck,UKR,ukrainienne,55
707,Ettelbruck,URY,uruguayenne,2
707,Ettelbruck,VEN,vénézuélienne,2
707,Ettelbruck,VNM,vietnamienne,3
707,Ettelbruck,BGD,Bangladesh,1
707,Ettelbruck,BIH,Bosnie-Herzégovine,79
707,Ettelbruck,STP,Sao Tomé-et-Principe,2
708,Feulen,EGY,égyptienne,1
708,Feulen,ALB,albanaise,4
708,Feulen,DZA,algérienne,1
708,Feulen,DEU,allemande,40
708,Feulen,AGO,angolaise,2
708,Feulen,XXA,apatride,4
708,Feulen,AUT,autrichienne,5
708,Feulen,BEL,belge,37
708,Feulen,BRA,brésilienne,11
708,Feulen,GBR,britannique,5
708,Feulen,BGR,bulgare,6
708,Feulen,CMR,camerounaise,1
708,Feulen,CPV,cap-verdienne,17
708,Feulen,CHN,chinoise,8
708,Feulen,COD,congolaise (Rép. Dém),3
708,Feulen,COG,congolaise (Rép.),1
708,Feulen,HRV,croate,1
708,Feulen,ESP,espagnole,10
708,Feulen,FRA,française,51
708,Feulen,GRC,grecque,2
708,Feulen,HND,hondurienne,2
708,Feulen,HUN,hongroise,2
708,Feulen,IND,indienne,2
708,Feulen,IRQ,iraquienne,1
708,Feulen,IRL,irlandaise,2
708,Feulen,ITA,italienne,79
708,Feulen,CIV,ivoirienne,2
708,Feulen,JPN,japonaise,1
708,Feulen,XXK,kosovare,1
708,Feulen,LVA,lettonne,1
708,Feulen,LTU,lituanienne,1
708,Feulen,LUX,luxembourgeoise,1707
708,Feulen,MKD,macédonienne,4
708,Feulen,MLI,malienne,1
708,Feulen,MAR,marocaine,5
708,Feulen,MNE,monténégrine,13
708,Feulen,NLD,néerlandaise,7
708,Feulen,POL,polonaise,10
708,Feulen,PRT,portugaise,478
708,Feulen,ROU,roumaine,18
708,Feulen,RUS,russe,1
708,Feulen,SRB,serbe,11
708,Feulen,SYR,syrienne,7
708,Feulen,THA,thailandaise,2
708,Feulen,TGO,togolaise,3
708,Feulen,TUN,tunisienne,1
708,Feulen,TUR,turque,1
708,Feulen,UKR,ukrainienne,18
708,Feulen,BIH,Bosnie-Herzégovine,7
504,Fischbach,ALB,albanaise,8
504,Fischbach,DZA,algérienne,2
504,Fischbach,DEU,allemande,42
504,Fischbach,USA,américaine,4
504,Fischbach,XXA,apatride,1
504,Fischbach,AUT,autrichienne,4
504,Fischbach,BEL,belge,53
504,Fischbach,BRA,brésilienne,5
504,Fischbach,GBR,britannique,15
504,Fischbach,BDI,burundais,1
504,Fischbach,CMR,camerounaise,2
504,Fischbach,CPV,cap-verdienne,7
504,Fischbach,COL,colombienne,2
504,Fischbach,DNK,danoise,4
504,Fischbach,ESP,espagnole,13
504,Fischbach,FRA,française,46
504,Fischbach,GRC,grecque,3
504,Fischbach,XXX,indéterminée,1
504,Fischbach,ITA,italienne,18
504,Fischbach,JPN,japonaise,1
504,Fischbach,XXK,kosovare,2
504,Fischbach,LBN,libanaise,1
504,Fischbach,LUX,luxembourgeoise,901
504,Fischbach,MLT,maltaise,2
504,Fischbach,MAR,marocaine,3
504,Fischbach,NLD,néerlandaise,18
504,Fischbach,UZB,ouzbèke,1
504,Fischbach,PHL,philippine,1
504,Fischbach,POL,polonaise,18
504,Fischbach,PRT,portugaise,206
504,Fischbach,RUS,russe,10
504,Fischbach,SRB,serbe,1
504,Fischbach,SVN,slovène,1
504,Fischbach,SVK,slovaque,2
504,Fischbach,SWE,suédoise,1
504,Fischbach,ZAF,sud-africaine,3
504,Fischbach,CHE,suisse,1
504,Fischbach,SYR,syrienne,1
504,Fischbach,CZE,tchèque,1
504,Fischbach,THA,thailandaise,1
504,Fischbach,TUR,turque,1
504,Fischbach,UKR,ukrainienne,30
504,Fischbach,VNM,vietnamienne,1
504,Fischbach,BIH,Bosnie-Herzégovine,1
1203,Flaxweiler,DEU,allemande,93
1203,Flaxweiler,USA,américaine,7
1203,Flaxweiler,AUS,australienne,2
1203,Flaxweiler,AUT,autrichienne,1
1203,Flaxweiler,AZE,azerbaidjanaise,3
1203,Flaxweiler,BLR,bélarusse,1
1203,Flaxweiler,BEL,belge,51
1203,Flaxweiler,BRA,brésilienne,10
1203,Flaxweiler,GBR,britannique,68
1203,Flaxweiler,BGR,bulgare,7
1203,Flaxweiler,CMR,camerounaise,12
1203,Flaxweiler,CAN,canadienne,1
1203,Flaxweiler,CPV,cap-verdienne,2
1203,Flaxweiler,CHN,chinoise,2
1203,Flaxweiler,CYP,chypriote,1
1203,Flaxweiler,COD,congolaise (Rép. Dém),1
1203,Flaxweiler,DNK,danoise,9
1203,Flaxweiler,ESP,espagnole,28
1203,Flaxweiler,FIN,finlandaise,8
1203,Flaxweiler,FRA,française,125
1203,Flaxweiler,GRC,grecque,2
1203,Flaxweiler,HUN,hongroise,6
1203,Flaxweiler,XXX,indéterminée,1
1203,Flaxweiler,IND,indienne,1
1203,Flaxweiler,IRL,irlandaise,10
1203,Flaxweiler,ISL,islandaise,11
1203,Flaxweiler,ITA,italienne,33
1203,Flaxweiler,JAM,jamaiquaine,1
1203,Flaxweiler,KAZ,kazakhe,1
1203,Flaxweiler,LVA,lettonne,3
1203,Flaxweiler,LTU,lituanienne,8
1203,Flaxweiler,LUX,luxembourgeoise,1545
1203,Flaxweiler,MLT,maltaise,3
1203,Flaxweiler,MAR,marocaine,1
1203,Flaxweiler,MUS,mauricienne,1
1203,Flaxweiler,MNE,monténégrine,7
1203,Flaxweiler,NLD,néerlandaise,30
1203,Flaxweiler,NGA,nigériane,6
1203,Flaxweiler,NER,nigérienne,1
1203,Flaxweiler,PHL,philippine,3
1203,Flaxweiler,POL,polonaise,30
1203,Flaxweiler,PRT,portugaise,198
1203,Flaxweiler,ROU,roumaine,24
1203,Flaxweiler,RUS,russe,22
1203,Flaxweiler,SRB,serbe,5
1203,Flaxweiler,SVN,slovène,1
1203,Flaxweiler,SWE,suédoise,18
1203,Flaxweiler,ZAF,sud-africaine,2
1203,Flaxweiler,SYR,syrienne,14
1203,Flaxweiler,CZE,tchèque,5
1203,Flaxweiler,UKR,ukrainienne,26
1203,Flaxweiler,BIH,Bosnie-Herzégovine,1
305,Frisange,YUG,#NAME?,2
305,Frisange,EGY,égyptienne,1
305,Frisange,ERI,érythrée,27
305,Frisange,ETH,éthiopienne,1
305,Frisange,AFG,afghane,5
305,Frisange,ALB,albanaise,15
305,Frisange,DZA,algérienne,2
305,Frisange,DEU,allemande,97
305,Frisange,USA,américaine,4
305,Frisange,XXA,apatride,1
305,Frisange,ARG,argentine,3
305,Frisange,AUT,autrichienne,3
305,Frisange,BLR,bélarusse,3
305,Frisange,BEL,belge,143
305,Frisange,GNB,bissau-guinéenne,2
305,Frisange,BRA,brésilienne,18
305,Frisange,GBR,britannique,32
305,Frisange,BGR,bulgare,15
305,Frisange,CMR,camerounaise,12
305,Frisange,CAN,canadienne,4
305,Frisange,CPV,cap-verdienne,11
305,Frisange,CHN,chinoise,20
305,Frisange,COL,colombienne,5
305,Frisange,HRV,croate,11
305,Frisange,DNK,danoise,2
305,Frisange,DOM,dominicaine,3
305,Frisange,ESP,espagnole,43
305,Frisange,FIN,finlandaise,8
305,Frisange,FRA,française,484
305,Frisange,GEO,géorgienne,1
305,Frisange,GAB,gabonaise,2
305,Frisange,GRC,grecque,6
305,Frisange,GIN,guinéenne,2
305,Frisange,HUN,hongroise,8
305,Frisange,XXX,indéterminée,4
305,Frisange,IND,indienne,21
305,Frisange,IDN,indonésienne,1
305,Frisange,IRN,iranienne,9
305,Frisange,IRQ,iraquienne,15
305,Frisange,IRL,irlandaise,11
305,Frisange,ITA,italienne,220
305,Frisange,CIV,ivoirienne,5
305,Frisange,JOR,jordanienne,2
305,Frisange,XXK,kosovare,21
305,Frisange,LBY,libyenne,1
305,Frisange,LTU,lituanienne,7
305,Frisange,LUX,luxembourgeoise,3181
305,Frisange,MKD,macédonienne,6
305,Frisange,MDG,malgache,1
305,Frisange,MAR,marocaine,20
305,Frisange,MUS,mauricienne,2
305,Frisange,MEX,mexicaine,1
305,Frisange,MDA,moldave,4
305,Frisange,MNE,monténégrine,19
305,Frisange,NLD,néerlandaise,23
305,Frisange,NGA,nigériane,7
305,Frisange,PER,péruvienne,2
305,Frisange,PHL,philippine,3
305,Frisange,POL,polonaise,49
305,Frisange,PRT,portugaise,611
305,Frisange,ROU,roumaine,51
305,Frisange,RUS,russe,25
305,Frisange,SEN,sénégalaise,3
305,Frisange,SRB,serbe,21
305,Frisange,SCG,serbe-et-monténégrine,1
305,Frisange,SVK,slovaque,1
305,Frisange,SDN,soudanaise,3
305,Frisange,LKA,sri-lankaise,1
305,Frisange,SWE,suédoise,1
305,Frisange,CHE,suisse,4
305,Frisange,SYR,syrienne,45
305,Frisange,CZE,tchèque,8
305,Frisange,THA,thailandaise,7
305,Frisange,TGO,togolaise,2
305,Frisange,TUN,tunisienne,22
305,Frisange,TUR,turque,4
305,Frisange,UKR,ukrainienne,15
305,Frisange,VEN,vénézuélienne,8
305,Frisange,BIH,Bosnie-Herzégovine,33
204,Garnich,EGY,égyptienne,1
204,Garnich,ETH,éthiopienne,2
204,Garnich,ALB,albanaise,2
204,Garnich,DZA,algérienne,1
204,Garnich,DEU,allemande,28
204,Garnich,USA,américaine,7
204,Garnich,AUS,australienne,4
204,Garnich,AUT,autrichienne,7
204,Garnich,BLR,bélarusse,1
204,Garnich,BEL,belge,128
204,Garnich,BRA,brésilienne,11
204,Garnich,GBR,britannique,38
204,Garnich,CMR,camerounaise,3
204,Garnich,CPV,cap-verdienne,3
204,Garnich,CHL,chilienne,1
204,Garnich,CHN,chinoise,4
204,Garnich,HRV,croate,7
204,Garnich,DNK,danoise,6
204,Garnich,ESP,espagnole,19
204,Garnich,FIN,finlandaise,3
204,Garnich,FRA,française,146
204,Garnich,GRC,grecque,13
204,Garnich,HND,hondurienne,1
204,Garnich,IND,indienne,19
204,Garnich,IDN,indonésienne,3
204,Garnich,IRL,irlandaise,2
204,Garnich,ITA,italienne,49
204,Garnich,CIV,ivoirienne,1
204,Garnich,JPN,japonaise,1
204,Garnich,KAZ,kazakhe,3
204,Garnich,LTU,lituanienne,3
204,Garnich,LUX,luxembourgeoise,1705
204,Garnich,MAR,marocaine,8
204,Garnich,MUS,mauricienne,3
204,Garnich,MNE,monténégrine,18
204,Garnich,NLD,néerlandaise,25
204,Garnich,NGA,nigériane,5
204,Garnich,POL,polonaise,20
204,Garnich,PRT,portugaise,161
204,Garnich,ROU,roumaine,13
204,Garnich,RUS,russe,8
204,Garnich,SRB,serbe,2
204,Garnich,SWE,suédoise,3
204,Garnich,ZAF,sud-africaine,9
204,Garnich,CHE,suisse,3
204,Garnich,SYR,syrienne,7
204,Garnich,CZE,tchèque,1
204,Garnich,THA,thailandaise,1
204,Garnich,TUN,tunisienne,3
204,Garnich,TUR,turque,4
204,Garnich,UKR,ukrainienne,26
204,Garnich,BIH,Bosnie-Herzégovine,7
904,Goesdorf,YUG,#NAME?,1
904,Goesdorf,AFG,afghane,3
904,Goesdorf,DEU,allemande,29
904,Goesdorf,BEL,belge,96
904,Goesdorf,BRA,brésilienne,10
904,Goesdorf,GBR,britannique,7
