listing_no,title,description,price_chf,full_name,Art,Zustand,displacement,year,brand,model,mileage_km,transmission,fuel,listing_type,last_edited,id,colour,mfk,drive
122,Yamaha MT-07 ABS 2015 10500 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 23.04.2015
Tachostand: 10'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7300,Yamaha MT-07 ABS 2015 10500 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015,YAMAHA,MT-07 ABS,10500,NA,NA,Angebot,2023-03-13,47322043,Rot,no,NA
123,Yamaha MT-07 ABS Tracer 2016 1500 km 55 kW,"Yamaha MT-07 ABS Tracer
Inverkehrssetzung: 03.11.2016
Tachostand: 1'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA698
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, MFK, ab Service, Eintausch, Leasing, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7500,Yamaha MT-07 ABS Tracer 2016 1500 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS Tracer,1500,NA,NA,Angebot,2023-03-28,47576967,Rot,yes,NA
124,YAMAHA MT-07,"Herzlich Willkommen bei der hostettler moto ag Sursee  On parle français. We speak english. Falamos portugues. Noi parliamo italiano. Hablamos español  Gerne beraten wir Sie persönlich bei Ihrem Motorradkauf.   Für Ihr Eintauschfahrzeug unterbreiten wir Ihnen gerne ein faires Angebot.  Fragen Sie uns nach einer Finanzierung- oder Leasingofferte.   Alle Preise sind inkl. 7.7% MWST. Zwischenverkauf, Preisänderungen und Irrtum vorbehalten!!!  Ablieferungspauschale Fr. 250.- inkl. Vignette.   Wir freuen uns auf Ihre Kontaktaufnahme oder Besuch.  *** NEU AB LAGER VERFÜGBAR ***  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",8190,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,9,Schaltgetriebe,Benzin,Angebot,2023-01-05,45046935,Grau,yes,Hinterradantrieb
125,Yamaha MT-07 ABS Tracer 2016 1500 km 35 kW,"Yamaha MT-07 ABS Tracer
Inverkehrssetzung: 03.11.2016
Tachostand: 1'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA699
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, MFK, ab Service, Eintausch, Leasing, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7900,Yamaha MT-07 ABS Tracer 2016 1500 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS Tracer,1500,NA,NA,Angebot,2023-03-28,47576510,Rot,yes,NA
126,Yamaha MT-07 ABS 2016 8700 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 29.06.2016
Tachostand: 8'700 km
Farbe: grau / blau
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",8200,Yamaha MT-07 ABS 2016 8700 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS,8700,NA,NA,Angebot,2023-03-12,47306096,NA,no,NA
127,Yamaha MT-07 ABS 2020 3100 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 21.08.2020
Tachostand: 3'100 km
Farbe: blau
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6XA513
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7900,Yamaha MT-07 ABS 2020 3100 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2020,YAMAHA,MT-07 ABS,3100,NA,NA,Angebot,2023-03-12,47305537,Blau,no,NA
128,YAMAHA MT-07 ABS,"Hiermit verkaufe ich eine Yamaha MT-07mit ABS. Das Fahrzeug zeichnet sich durch folgende Merkmale aus:  - Gepflegt   - Garagenparkplatz  - Unfallfrei  - Ab Service   - Ab Mfk  - Sehr gute Reifen  ** Lieferung gegen Aufpreis möglich **  ** Finanzierung möglich **  ** Quality 1 Garantie gegen Aufpreis möglich **  ** Besichtigung nur mit Terminvereinbarung **  Top Zustand  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",6300,YAMAHA MT-07 ABS,NA,NA,NA,2018,YAMAHA,MT-07 ABS,9200,Schaltgetriebe,Benzin,Angebot,2023-01-31,45470594,Blau,yes,Hinterradantrieb
129,YAMAHA MT-07 ABS,"Hiermit verkaufe ich eine Yamaha MT-07mit ABS. Das Fahrzeug zeichnet sich durch folgende Merkmale aus:  - Gepflegt   - Garagenparkplatz  - Unfallfrei  - Ab Service   - Ab Mfk  - CNC Griffe  - Sehr gute Reifen  ** Lieferung gegen Aufpreis möglich **  ** Finanzierung möglich **  ** Quality 1 Garantie gegen Aufpreis möglich **  ** Besichtigung nur mit Terminvereinbarung **  Top Zustand  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",5200,YAMAHA MT-07 ABS,NA,NA,NA,2014,YAMAHA,MT-07 ABS,29500,Schaltgetriebe,Benzin,Angebot,2023-01-31,45470593,Rot,yes,Hinterradantrieb
130,Yamaha MT-07 ABS 2014 24800 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 08.05.2014
Tachostand: 24'800 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA582
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7300,Yamaha MT-07 ABS 2014 24800 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014,YAMAHA,MT-07 ABS,24800,NA,NA,Angebot,2023-03-11,47299241,Weiss,no,NA
131,Yamaha MT-07 ABS 2014 24800 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 08.05.2014
Tachostand: 24'800 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",6900,Yamaha MT-07 ABS 2014 24800 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014,YAMAHA,MT-07 ABS,24800,NA,NA,Angebot,2023-03-11,47299161,Weiss,no,NA
132,Yamaha MT-07 ABS 2014 9300 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.08.2014
Tachostand: 9'300 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7300,Yamaha MT-07 ABS 2014 9300 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014,YAMAHA,MT-07 ABS,9300,NA,NA,Angebot,2023-03-11,47295114,Weiss,no,NA
133,Yamaha-MT07 édition CAGE bridée à 35kw,"Yamaha-MT07 édition CAGE bridée à 35kw
Pot d’échappement Ixil - mise en circulation  10.03.2015 - visite 26.03.2021 -24000km dernier service à 23000km
",5200,Yamaha-MT07 édition CAGE bridée à 35kw,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015,YAMAHA,MT 07 Cage,24000,Schaltgetriebe,Benzin,Angebot,2023-03-11,47275022,Grau,no,NA
134,Yamaha MT-07 ABS 2016 14200 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 03.05.2016
Tachostand: 14'200 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA549
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7300,Yamaha MT-07 ABS 2016 14200 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS,14200,NA,NA,Angebot,2023-03-09,47262259,Rot,no,NA
135,Yamaha MT-07 ABS 2014 9300 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.08.2014
Tachostand: 9'300 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",6900,Yamaha MT-07 ABS 2014 9300 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014,YAMAHA,MT-07 ABS,9300,NA,NA,Angebot,2023-03-09,47259827,Weiss,no,NA
136,Yamaha MT-07 ABS 2016 8700 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 29.06.2016
Tachostand: 8'700 km
Farbe: grau / blau
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7800,Yamaha MT-07 ABS 2016 8700 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS,8700,NA,NA,Angebot,2023-03-09,47259480,NA,no,NA
137,Yamaha MT-07 ABS 2016 14200 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 03.05.2016
Tachostand: 14'200 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",6900,Yamaha MT-07 ABS 2016 14200 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT-07 ABS,14200,NA,NA,Angebot,2023-03-08,47250678,Rot,no,NA
138,Yamaha MT-07 ABS 2015 10500 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 23.04.2015
Tachostand: 10'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",6900,Yamaha MT-07 ABS 2015 10500 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015,YAMAHA,MT-07 ABS,10500,NA,NA,Angebot,2023-03-08,47247270,Rot,no,NA
139,Yamaha MT-07 ABS 2019 8200 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.02.2019
Tachostand: 8'200 km
Farbe: grau
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA745
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",8300,Yamaha MT-07 ABS 2019 8200 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019,YAMAHA,MT-07 ABS,8200,NA,NA,Angebot,2023-03-08,47246238,Grau,no,NA
140,YAMAHA MT-07,"Vielen Dank, dass du dich für unser Fahrzeug interessierst!  Wir freuen uns, dich in unserem neuen Geschäft an der Landstrasse 140 in Spreitenbach begrüssen zu dürfen!  Mit der kompletten Yamaha-Palette zum Testfahren und vielen umgebauten Unikaten stehen wir dir gerne beratend zur Seite. Jedes Fahrzeug kann durch dich individualisiert werden.   Interessiert an Eintausch und Finanzierung? Dies ist bereits ab 140.-/Monat möglich. Gerne unterbreiten wir dir für dieses Motorrad deine persönliche Leasing- oder Finanzierungsofferte.  motospirit.ch / Zwei Räder. Eine Leidenschaft.  ***AB LAGER***  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",8190,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2022-09-16,44957035,Türkis,yes,Hinterradantrieb
141,YAMAHA MT-07,"Kundenauftrag  Eigenschaften:  Ab MFK  35 kW Kit möglich",8800,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1313,Schaltgetriebe,Benzin,Angebot,2023-03-17,44956986,Mehrfarbig,yes,Hinterradantrieb
142,Yamaha MT-07A 2017 13200 km 35 kW,"Yamaha MT-07A
Inverkehrssetzung: 06.04.2018
Tachostand: 13'200 km
Farbe: weiss / schwarz
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA726
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7900,Yamaha MT-07A 2017 13200 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2017,YAMAHA,MT-07A,13200,NA,NA,Angebot,2023-03-10,47281049,NA,no,NA
143,Yamaha MT-07A 2018 13200 km 55 kW,"Yamaha MT-07A
Inverkehrssetzung: 06.04.2018
Tachostand: 13'200 km
Farbe: weiss / schwarz
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA715
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7500,Yamaha MT-07A 2018 13200 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2018,YAMAHA,MT-07A,13200,NA,NA,Angebot,2023-03-10,47281012,NA,no,NA
144,Yamaha MT 07,"Bonjour
Je mets en vente ma MT07 de 2015, seconde main. Moto bridé A2
L’entretien complet des 50 000km vient d’être fait et le kit chaine vient d’être remplacé.
Les entretien ont toujours été réalisé en concession.
Equipements:
Saut de vent
Ermax
clignotants à LES dynamique
ligne akrapovic (je fournis celle d’origine)
ABS
Je possède toutes les factures et les 3 clés.
La moto a toujours dormi dans le garage.
Je fournis aussi une béquille d’atelier
Prix : 4200e négociable dans les limites du raisonnable
",4200,Yamaha MT 07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015,YAMAHA,MT 07,55000,Schaltgetriebe,NA,Angebot,2023-03-24,47525296,Schwarz,no,NA
145,Yamaha MT-07A 2019 13700 km 34 kW,"Yamaha MT-07A
Inverkehrssetzung: 29.05.2019
Tachostand: 13'700 km
Farbe: schwarz
Hubraum: 689 ccm
Leistung: 34 kW
Typenscheinnr: 6YA745
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7900,Yamaha MT-07A 2019 13700 km 34 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019,YAMAHA,MT-07A,13700,NA,NA,Angebot,2023-03-08,47242654,Schwarz,no,NA
146,Yamaha MT-07A 2019 13700 km 55 kW,"Yamaha MT-07A
Inverkehrssetzung: 29.05.2019
Tachostand: 13'700 km
Farbe: schwarz
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA740
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",7500,Yamaha MT-07A 2019 13700 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019,YAMAHA,MT-07A,13700,NA,NA,Angebot,2023-03-08,47242598,Schwarz,no,NA
147,YAMAHA MT-07,"MONSTER Auch als 35 KW möglich Farbwunsch kann berücksichtigt werden. Mit Windschild, Zard-Auspuff, Kurz-Heck.  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",9990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,5,Schaltgetriebe,Benzin,Angebot,2023-02-02,45071989,Blau,yes,Hinterradantrieb
148,Yamaha MT 07 KW 35 A mit ABS,"Seher schönes gepflegtes Naked Bike im Auftrag zu Verkaufen.
Technische daten siehe Foto Fahrzeugausweis.
Darf gerne Besichtigt werden. Bitte vorher Termin abmachen. 
",5995,Yamaha MT 07 KW 35 A mit ABS,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2017,YAMAHA,MT 07 Naked Bike,5700,Schaltgetriebe,Benzin,Angebot,2023-03-15,46570388,Weiss,no,Kette
149,YAMAHA MT-07 ABS,"Motorrad Zustand: Top  Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.  3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.  Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.  Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.  Bei Fragen oder Unsicherheiten können Sie uns telefonisch auf den Nummern 079 717 53 12 / 062 393 12 96 oder per Mail via Knopf [Anfrage] erreichen.  Jg. 2016, 689 ccm, 35 kW",7300,YAMAHA MT-07 ABS,NA,NA,NA,2016,YAMAHA,MT-07 ABS,14200,NA,NA,Angebot,2022-10-08,45243277,Rot,no,NA
