BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,630,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,619,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,606,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,592,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,584,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,578,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,572,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,566,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,562,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,560,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,563,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,572,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,587,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,607,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,630,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,658,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,690,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,731,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,776,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,830,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,881,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,935,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,984,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1037,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1088,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1131,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1170,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1201,Fr./m2,Franken pro Quadratmeter,
1,Aeugst a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1226,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,134,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,135,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,137,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,141,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,145,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,152,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,162,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,174,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,190,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,209,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,230,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,255,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,286,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,328,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,376,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,438,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,504,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,570,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,609,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,624,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,624,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,613,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,598,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,580,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,570,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,562,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,556,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,553,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,551,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,554,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,561,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,575,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,594,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,619,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,645,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,677,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,714,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,761,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,813,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,874,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,932,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,990,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,1041,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1097,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1149,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1194,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1233,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1266,Fr./m2,Franken pro Quadratmeter,
2,Affoltern a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1290,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,118,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,119,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,123,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,127,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1978,133,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1979,141,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1980,152,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1981,167,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1982,185,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1983,206,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1984,230,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1985,259,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1986,294,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1987,343,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1988,400,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1989,473,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1990,553,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1991,634,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1992,681,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1993,699,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1994,698,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1995,683,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1996,666,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1997,646,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1998,636,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1999,628,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2000,622,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2001,618,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2002,616,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2003,618,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2004,626,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2005,642,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2006,663,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2007,692,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2008,722,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2009,760,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2010,805,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2011,862,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2012,926,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2013,1002,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2014,1070,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2015,1143,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2016,1206,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2017,1275,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2018,1342,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2019,1399,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2020,1449,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2021,1492,Fr./m2,Franken pro Quadratmeter,
3,Bonstetten,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",2022,1522,Fr./m2,Franken pro Quadratmeter,
4,Hausen a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1974,91,Fr./m2,Franken pro Quadratmeter,
4,Hausen a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1975,92,Fr./m2,Franken pro Quadratmeter,
4,Hausen a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1976,95,Fr./m2,Franken pro Quadratmeter,
4,Hausen a.A.,"Bau und Immobilien","Immobilienhandel","Baulandpreis",477,"Baulandpreis Modell (Median) [Fr./m2]",1977,99,Fr./m2,Franken pro Quadratmeter,
