listing_no,title,description,price,model_simple,Art,Zustand,Hubraum (Ccm),Baujahr,Marke,Modell,Kilometer,Getriebeart,Treibstoff,Art des Inserats,Letzte Änderung,Inseratnummer,Aussenfarbe,Ab MFK,Antrieb
119,Yamaha MT-07 ABS 2019 18900 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 22.08.2019
Tachostand: 18'900 km
Farbe: grau / orange
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA740
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 8'300.–,Yamaha MT-07 ABS 2019 18900 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019 ,YAMAHA ,MT-07 ABS,18'900 km,NA,NA,Angebot,13.03.2023,47326751,NA,NA,NA
120,Yamaha MT-07 ABS 2019 18900 km 34 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 22.08.2019
Tachostand: 18'900 km
Farbe: grau / orange
Hubraum: 689 ccm
Leistung: 34 kW
Typenscheinnr: 6YA745
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'900.–,Yamaha MT-07 ABS 2019 18900 km 34 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019 ,YAMAHA ,MT-07 ABS,18'900 km,NA,NA,Angebot,13.03.2023,47326543,NA,NA,NA
121,Yamaha MT-07 ABS 2019 8200 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.02.2019
Tachostand: 8'200 km
Farbe: grau
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA740
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'900.–,Yamaha MT-07 ABS 2019 8200 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019 ,YAMAHA ,MT-07 ABS,8'200 km,NA,NA,Angebot,13.03.2023,47322634,Grau ,NA,NA
122,Yamaha MT-07 ABS 2015 10500 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 23.04.2015
Tachostand: 10'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'300.–,Yamaha MT-07 ABS 2015 10500 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015 ,YAMAHA ,MT-07 ABS,10'500 km,NA,NA,Angebot,13.03.2023,47322043,Rot ,NA,NA
123,Yamaha MT-07 ABS Tracer 2016 1500 km 55 kW,"Yamaha MT-07 ABS Tracer
Inverkehrssetzung: 03.11.2016
Tachostand: 1'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA698
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, MFK, ab Service, Eintausch, Leasing, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'500.–,Yamaha MT-07 ABS Tracer 2016 1500 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS Tracer,1'500 km,NA,NA,Angebot,28.03.2023,47576967,Rot ,,NA
124,YAMAHA MT-07,"Herzlich Willkommen bei der hostettler moto ag Sursee  On parle français. We speak english. Falamos portugues. Noi parliamo italiano. Hablamos español  Gerne beraten wir Sie persönlich bei Ihrem Motorradkauf.   Für Ihr Eintauschfahrzeug unterbreiten wir Ihnen gerne ein faires Angebot.  Fragen Sie uns nach einer Finanzierung- oder Leasingofferte.   Alle Preise sind inkl. 7.7% MWST. Zwischenverkauf, Preisänderungen und Irrtum vorbehalten!!!  Ablieferungspauschale Fr. 250.- inkl. Vignette.   Wir freuen uns auf Ihre Kontaktaufnahme oder Besuch.  *** NEU AB LAGER VERFÜGBAR ***  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",CHF 8'190.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,9 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,45046935,Grau ,,Hinterradantrieb 
125,Yamaha MT-07 ABS Tracer 2016 1500 km 35 kW,"Yamaha MT-07 ABS Tracer
Inverkehrssetzung: 03.11.2016
Tachostand: 1'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA699
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, MFK, ab Service, Eintausch, Leasing, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'900.–,Yamaha MT-07 ABS Tracer 2016 1500 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS Tracer,1'500 km,NA,NA,Angebot,28.03.2023,47576510,Rot ,,NA
126,Yamaha MT-07 ABS 2016 8700 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 29.06.2016
Tachostand: 8'700 km
Farbe: grau / blau
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 8'200.–,Yamaha MT-07 ABS 2016 8700 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS,8'700 km,NA,NA,Angebot,12.03.2023,47306096,NA,NA,NA
127,Yamaha MT-07 ABS 2020 3100 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 21.08.2020
Tachostand: 3'100 km
Farbe: blau
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6XA513
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'900.–,Yamaha MT-07 ABS 2020 3100 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2020 ,YAMAHA ,MT-07 ABS,3'100 km,NA,NA,Angebot,12.03.2023,47305537,Blau ,NA,NA
128,YAMAHA MT-07 ABS,"Hiermit verkaufe ich eine Yamaha MT-07mit ABS. Das Fahrzeug zeichnet sich durch folgende Merkmale aus:  - Gepflegt   - Garagenparkplatz  - Unfallfrei  - Ab Service   - Ab Mfk  - Sehr gute Reifen  ** Lieferung gegen Aufpreis möglich **  ** Finanzierung möglich **  ** Quality 1 Garantie gegen Aufpreis möglich **  ** Besichtigung nur mit Terminvereinbarung **  Top Zustand  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",CHF 6'300.–,YAMAHA MT-07 ABS,NA,NA,NA,2018 ,YAMAHA ,MT-07 ABS,9'200 km,Schaltgetriebe ,Benzin ,Angebot,31.01.2023,45470594,Blau ,,Hinterradantrieb 
129,YAMAHA MT-07 ABS,"Hiermit verkaufe ich eine Yamaha MT-07mit ABS. Das Fahrzeug zeichnet sich durch folgende Merkmale aus:  - Gepflegt   - Garagenparkplatz  - Unfallfrei  - Ab Service   - Ab Mfk  - CNC Griffe  - Sehr gute Reifen  ** Lieferung gegen Aufpreis möglich **  ** Finanzierung möglich **  ** Quality 1 Garantie gegen Aufpreis möglich **  ** Besichtigung nur mit Terminvereinbarung **  Top Zustand  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",CHF 5'200.–,YAMAHA MT-07 ABS,NA,NA,NA,2014 ,YAMAHA ,MT-07 ABS,29'500 km,Schaltgetriebe ,Benzin ,Angebot,31.01.2023,45470593,Rot ,,Hinterradantrieb 
130,Yamaha MT-07 ABS 2014 24800 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 08.05.2014
Tachostand: 24'800 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA582
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'300.–,Yamaha MT-07 ABS 2014 24800 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014 ,YAMAHA ,MT-07 ABS,24'800 km,NA,NA,Angebot,11.03.2023,47299241,Weiss ,NA,NA
131,Yamaha MT-07 ABS 2014 24800 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 08.05.2014
Tachostand: 24'800 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 6'900.–,Yamaha MT-07 ABS 2014 24800 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014 ,YAMAHA ,MT-07 ABS,24'800 km,NA,NA,Angebot,11.03.2023,47299161,Weiss ,NA,NA
132,Yamaha MT-07 ABS 2014 9300 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.08.2014
Tachostand: 9'300 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA649
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'300.–,Yamaha MT-07 ABS 2014 9300 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014 ,YAMAHA ,MT-07 ABS,9'300 km,NA,NA,Angebot,11.03.2023,47295114,Weiss ,NA,NA
133,Yamaha-MT07 édition CAGE bridée à 35kw,"Yamaha-MT07 édition CAGE bridée à 35kw
Pot d’échappement Ixil - mise en circulation  10.03.2015 - visite 26.03.2021 -24000km dernier service à 23000km
",CHF 5'200.– / Verhandlungspreis,Yamaha-MT07 édition CAGE bridée à 35kw,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015 ,YAMAHA ,MT 07 Cage ,24'000 km,Schaltgetriebe ,Benzin ,Angebot,11.03.2023,47275022,Grau ,NA,NA
134,Yamaha MT-07 ABS 2016 14200 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 03.05.2016
Tachostand: 14'200 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA549
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'300.–,Yamaha MT-07 ABS 2016 14200 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS,14'200 km,NA,NA,Angebot,09.03.2023,47262259,Rot ,NA,NA
135,Yamaha MT-07 ABS 2014 9300 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.08.2014
Tachostand: 9'300 km
Farbe: weiss
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 6'900.–,Yamaha MT-07 ABS 2014 9300 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014 ,YAMAHA ,MT-07 ABS,9'300 km,NA,NA,Angebot,09.03.2023,47259827,Weiss ,NA,NA
136,Yamaha MT-07 ABS 2016 8700 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 29.06.2016
Tachostand: 8'700 km
Farbe: grau / blau
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 7'800.–,Yamaha MT-07 ABS 2016 8700 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS,8'700 km,NA,NA,Angebot,09.03.2023,47259480,NA,NA,NA
137,Yamaha MT-07 ABS 2016 14200 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 03.05.2016
Tachostand: 14'200 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 6'900.–,Yamaha MT-07 ABS 2016 14200 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016 ,YAMAHA ,MT-07 ABS,14'200 km,NA,NA,Angebot,08.03.2023,47250678,Rot ,NA,NA
138,Yamaha MT-07 ABS 2015 10500 km 55 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 23.04.2015
Tachostand: 10'500 km
Farbe: rot
Hubraum: 689 ccm
Leistung: 55 kW
Typenscheinnr: 6YA583
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 700 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 6'900.–,Yamaha MT-07 ABS 2015 10500 km 55 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015 ,YAMAHA ,MT-07 ABS,10'500 km,NA,NA,Angebot,08.03.2023,47247270,Rot ,NA,NA
139,Yamaha MT-07 ABS 2019 8200 km 35 kW,"Yamaha MT-07 ABS
Inverkehrssetzung: 25.02.2019
Tachostand: 8'200 km
Farbe: grau
Hubraum: 689 ccm
Leistung: 35 kW
Typenscheinnr: 6YA745
Motorrad Zustand: Top
Die grosse Ausstellungshalle mit über 200 Occasions-Motorräder ist von Montag bis Samstag für freie Besichtigung und Verkauf geöffnet. Unser qualifiziertes Werkstattteam steht für Reparaturen und Service von Dienstag bis Freitag für Sie bereit.
3 Monate Garantie, Eintausch, Finanzierung, Barzahlung und Lieferung nach Absprache möglich.
Auf Wunsch und nach Absprache veranlassen wir auch die Zulassung, sobald Sie bei Ihrer Versicherung einen Versicherungsnachweis bestellt haben.
Die Bezahlung kann online, per EC oder durch Barzahlung erfolgen.
Bei Fragen oder Unsicherheiten können Sie uns telefonisch oder per Mail via [Nachricht schreiben] erreichen.
",CHF 8'300.–,Yamaha MT-07 ABS 2019 8200 km 35 kW,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019 ,YAMAHA ,MT-07 ABS,8'200 km,NA,NA,Angebot,08.03.2023,47246238,Grau ,NA,NA
140,YAMAHA MT-07,"Vielen Dank, dass du dich für unser Fahrzeug interessierst!  Wir freuen uns, dich in unserem neuen Geschäft an der Landstrasse 140 in Spreitenbach begrüssen zu dürfen!  Mit der kompletten Yamaha-Palette zum Testfahren und vielen umgebauten Unikaten stehen wir dir gerne beratend zur Seite. Jedes Fahrzeug kann durch dich individualisiert werden.   Interessiert an Eintausch und Finanzierung? Dies ist bereits ab 140.-/Monat möglich. Gerne unterbreiten wir dir für dieses Motorrad deine persönliche Leasing- oder Finanzierungsofferte.  motospirit.ch / Zwei Räder. Eine Leidenschaft.  ***AB LAGER***  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",CHF 8'190.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,16.09.2022,44957035,Türkis ,,Hinterradantrieb 
